text,leaf_labels
【海陸管家】歐巴純手工韓式泡菜,泡菜
【海陸管家】澎湖野生鮮凍海菜,蔬菜
【海陸管家】熟凍松葉蟹碎肉,蟹
【海陸管家】熟凍爆卵小紅蟳,蟹
【海陸管家】魷魚螺肉蒜,魷魚;蒜;貝類
【海陸管家】築地蟹商熟凍松葉蟹切盤,蟹
【海陸管家】營養迷你小蛋堡,蛋類;堡
【海陸管家】薑母雞/薑母鴨任選,雞;薑;鴨
【海陸管家】韓式剖半藍蟹,蟹
【海陸管家】鮮凍特大開背鳳尾蝦仁,蝦
【海陸管家】鮮凍野生軟絲,海鮮
【海陸管家】鮮凍黃魚一夜干,魚類
【海陸管家】鮮凍整尾三去黃魚,魚類
【海陸管家】鮮凍鮭魚碎肉,鮭魚
【海陸管家】鮮凍蟹管肉,蟹
【海陸管家】鮮嫩小花枝,花枝
【海陸管家】鮮嫩格陵蘭大比目魚扁鱈,鱈魚
【海陸管家】鮮嫩甜肥厚大花枝,花枝
【海陸管家】鮮嫩野生白鯧魚,魚類
【海陸管家】藏出黑標日本原裝辛明太子,魚卵
【海陸管家】嚴選冷凍軟殼蟹,蟹
【海陸管家】嚴選阿根廷野生鮮凍魷魚,魷魚
【海陸管家】嚴選智利鮭魚切片,鮭魚
【海陸管家】嚴選優質無肚洞土魠魚切片,魚類
【海陸管家】嚴選鮮凍大草蝦,蝦
【海陸管家】嚴選霸王大草蝦,蝦
【海陸管家】蘿蔔絲酥捲,蘿蔔
【烏江榨菜】微辣榨菜絲,蔬菜;辣椒
【真好家】海帶嫩芽,蔬菜
【耆盛】人蔘雞燉料,人蔘;雞
【耆盛】人蔘鬚,人蔘
【耆盛】大紅棗,紅棗
【耆盛】大薏仁,全穀類
【耆盛】山藥百合排骨湯-調理包,湯品;排骨;全穀類
【耆盛】五穀米,米
【耆盛】毛綠豆,綠豆
【耆盛】仙草雞-調理包,仙草;雞
【耆盛】冬瓜茶塊,冬瓜;茶類
【耆盛】古早味四神湯-調理包,湯品
【耆盛】古早味酸梅湯-調理包,湯品;梅子
【耆盛】台灣冬菇,菌菇
【耆盛】台灣紅豆,紅豆
【耆盛】台灣黑木耳,木耳
【耆盛】四物藥膳雞-調理包,中藥材;雞
【耆盛】白木耳,木耳
【耆盛】白玉珍珠,珍珠
【耆盛】有機枸杞王,中藥材
【耆盛】有機紅豆,紅豆
【耆盛】有機黃豆,豆類
【耆盛】有機黑豆,豆類
【耆盛】有機綠豆,綠豆
【耆盛】豆鼓小魚干,豆類;魚類
【耆盛】花菇,菌菇
【耆盛】非基因改造黃豆,豆類
【耆盛】枸杞王,中藥材
【耆盛】紅心波霸粉圓,珍珠
【耆盛】紅豆大薏仁,紅豆
【耆盛】桂圓肉,龍眼
【耆盛】海帶芽,蔬菜
【耆盛】特級昆布,蔬菜
【耆盛】特級黑棗-調理用,水果
【耆盛】耆盛糯小米,米
【耆盛】野生無砂紫菜,海苔
【耆盛】紫米紅豆,米;紅豆
【耆盛】黑糖冬瓜茶,冬瓜;茶類;黑糖
【耆盛】新竹炊粉,米粉炊粉
【耆盛】當歸片,中藥材
【耆盛】嫩薑,薑
【耆盛】綠豆大麥仁,綠豆;麥
【耆盛】綠豆子,綠豆
【耆盛】燒酒雞蝦料,酒;雞;蝦
【耆盛】薑母鴨燉料-調理用,鴨;薑
【耆盛】藥燉排骨湯,排骨;湯品;中藥材
【耆盛】黨蔘黃耆涼補湯-調理包,人蔘;湯品
【軒記】台灣肉乾王-川辣牛肉乾,辣椒;牛;肉乾
【軒記】台灣肉乾王-五香牛肉乾,牛;肉乾
【軒記】泰式珍豬瓦片,豬
【軒記】蜜汁珍豬瓦片,蜂蜜;豬
【馬玉山】五穀米,米
【馬玉山】奶油玉米濃湯,濃湯;玉米;奶油
【馬玉山】奶油蘑菇濃湯,濃湯;菌菇;奶油
【馬玉山】奶香南瓜濃湯,濃湯;蔬菜
【馬玉山】好眠芝麻素高鈣奶粉,奶粉;芝麻
【馬玉山】免浸泡三色藜麥纖穀米,米;藜麥
【馬玉山】葡萄糖胺高鈣奶粉,奶粉
【馬來西亞 貓山王】榴槤冰淇淋,冰淇淋;水果
【馬來西亞 貓山王】榴槤冰淇淋泡芙,冰淇淋;水果;泡芙
【馬師傅】蔭鳳梨湯底,鳳梨;湯品
【馬斯特佐】義大利馬斯特佐頂級葵花油,油類
【馬辣】宮廷花雕雞火鍋湯底,火鍋;雞;湯品;酒
【馬辣】麻辣鴨血,內臟及血製品;麻辣;鴨
【馬辣】麻辣鍋火鍋湯底,火鍋;麻辣;湯品
【馬魯斯】香脆魚-黑胡椒味,魚類;胡椒
【馬魯斯】烤葉鯡魚片,魚類
【高士達】特級冷壓初榨橄欖油,橄欖油
【高坑】香烤豬肉乾,豬;肉乾
【高坑】原味牛肉角,牛
【高坑】原味牛肉乾,牛;肉乾
【高坑】高粱酒原味牛肉乾,酒;牛;肉乾
【高坑】高粱酒原味豬肉角,酒;豬
【高坑】高粱酒辣味牛肉乾,辣椒;酒;牛;肉乾
【高坑】高粱酒辣味豬肉角,辣椒;酒;豬
【高坑】麻辣牛肉乾,麻辣;牛;肉乾
【高坑】蜜汁豬肉乾,蜂蜜;豬;肉乾
【高坑】辣味牛肉角,辣椒;牛
【高慶泉】甘味苦瓜,蔬菜
【高慶泉】豆鼓,豆類
【高慶泉】香辣御品榨菜,蔬菜;辣椒
【高慶泉】高慶泉高山玉筍,筍子
【高慶泉】蔭瓜,蔬菜
【健酪】Yogo fresh 乳酸飲料-原味,飲品類
【健酪】乳酸飲料-原味,飲品類
【健酪】乳酸飲料-草莓酪酪,飲品類;草莓
【唯豐】享粥道即食粥,飯類
【唯豐】培根肉乾禮盒,肉乾
【唯豐】蜜汁/黑胡椒/麻辣培根肉乾,蜂蜜;胡椒;麻辣;肉乾
【啵樂樂】乳酸飲料-水蜜桃口味,飲品類;水蜜桃
【啵樂樂】乳酸飲料-青葡萄口味,飲品類;葡萄
【國姓鄉農會】梅子海苔,海苔;梅子
【基隆李鵠】鳳梨酥禮盒,鳳梨;點心類
【專宇】港式豆乾-黑面,豆干
【崇德發】白麥汁,汽水;麥
【崇德發】津津蘆筍汁,蔬果汁;筍子
【崇德發】黑麥汁,汽水;麥
【崇德發】黑麥汁易開罐,汽水;麥
【崇德發】檸檬白麥汁,汽水;檸檬;麥
【康貝特】黃金康貝特能量飲料,飲品類
【康迪】生機能量精力湯-均衡一生,湯品
【康迪】全穀堅果38-均衡一生,全穀類;堅果種子類
【康健】紅牛火龍果風味能量飲料,飲品類;水果
【康健】紅牛能量飲料,飲品類
【康寶】2人份濃湯-自然原味火腿玉米,濃湯;玉米;火腿熱狗
【康寶】2人份濃湯-自然原味金黃玉米,濃湯;玉米
【康寶】2人份濃湯-自然原味海鮮總匯,濃湯;海鮮
【康寶】2人份濃湯-自然原味港式酸辣,濃湯;辣椒
【康寶】奶油風味濃湯-玉米,濃湯;玉米;奶油
【康寶】奶油風味濃湯-蕈菇,濃湯;菌菇;奶油
【康寶】奶油風味獨享杯-玉米,玉米;奶油
【康寶】奶油風味獨享杯-香蟹海鮮,蟹;奶油
【康寶】奶油風味獨享杯-蘑菇,菌菇;奶油
【康寶】自然原味干貝雪菜,干貝;蔬菜
【康寶】自然原味火腿玉米,玉米;火腿熱狗
【康寶】自然原味金黃玉米,玉米
【康寶】自然原味香菇雞蓉,香菇;雞
【康寶】自然原味香蟹南瓜,蟹;蔬菜
【康寶】自然原味海鮮總匯,海鮮
【康寶】自然原味銀魚海帶芽,魚類;蔬菜
【康寶】自然原味雞蓉玉米,雞;玉米
【康寶】味噌海帶芽豆腐湯,湯品;豆腐;蔬菜
【康寶】金黃玉米濃湯,玉米;濃湯
【康寶】胡椒豚骨火鍋湯底,火鍋;豬;湯品;胡椒
【康寶】香菇湯塊,湯品;香菇
【康寶】海鮮湯塊,湯品;海鮮
【康寶】培根風味起司馬鈴薯濃湯,濃湯;起司;馬鈴薯;加工肉品
【康寶】排骨風味湯塊,湯品;排骨
【康寶】排骨湯塊,湯品;排骨
【康寶】港式酸辣濃湯,濃湯;辣椒
【康寶】極湯味 小魚乾風味,湯品;魚類
【康寶】極湯味 香菇風味,湯品;香菇
【康寶】義式番茄蔬菜湯,湯品;番茄
【康寶】酸白菜火鍋湯底,火鍋;白菜
【康寶】濃湯-自然原味港式酸辣,濃湯;辣椒
【康寶】獨享杯日式味噌,豆類
【康寶】雞湯塊,湯品;雞
【康寶】爆炒風味蒜頭雞白湯火鍋湯底,火鍋;雞;蒜;湯品
【康寶娜】特級初榨橄欖油,橄欖油
【得意中華】原味豆干/辣味豆干,豆干;辣椒
【得意中華】蒲燒秋刀魚 ,魚類
【得意中華】醬燒柳葉魚,魚類
【得意的一天】100%純葡萄籽油,油類;葡萄
【得意的一天】100%純葵花油,油類
【得意的一天】100%頂級初榨橄欖油,橄欖油
【得意的一天】100%頂級純芥花油,油類
【得意的一天】100%義大利橄欖油,橄欖油
【得意的一天】100%葵花油,油類
【得意的一天】三益葵花油,油類
【得意的一天】不飽和葵花油,油類
【得意的一天】五珍寶健康調合油,調合油
【得意的一天】日本玄米油,油類;糙米玄米
【得意的一天】玄米油,油類;糙米玄米
【得意的一天】享吃粥-蝦仁干貝海鮮,飯類;蝦;干貝
【得意的一天】花膠瑤柱排骨燉湯,排骨;湯品;干貝
【得意的一天】南洋肉骨茶豬腱燉湯,豬;湯品
【得意的一天】香草羅宋牛腱燉湯,牛;香草;湯品
【得意的一天】海苔極選肉鬆,肉鬆;海苔
【得意的一天】純芥花油,油類
【得意的一天】健生調和油,調合油
【得意的一天】清淡橄欖油,橄欖油
【得意的一天】頂級初榨橄欖油禮盒,橄欖油
【得意的一天】頂級純油雙饌禮盒,油類
【得意的一天】頂級高油酸葵花油,油類
【得意的一天】單元葵花油,油類
【得意的一天】港式椒香燉牛肉湯,牛;辣椒;湯品
【得意的一天】新春極選肉鬆禮盒,肉鬆
【得意的一天】極選肉鬆,肉鬆
【得意的一天】極選酪梨油,油類;水果
【得意的一天】極選歐洲進口油禮盒-橄欖油+酪梨油,橄欖油;水果
【得意的一天】義大利純葡萄籽油,油類;葡萄
【得意的一天】義大利橄欖油,橄欖油
【得意的一天】葵花油,油類
【得意的一天】酸白菜排骨燉湯,白菜;排骨;湯品
【得意的一天】嚴選不飽和調合油,調合油
【得意的一天】寶寶肉鬆香蔬配方,肉鬆
【御禾坊】京釀烏梅汁,蔬果汁;梅子
【御品能量】上等鵝油香蔥,油類;蔥
【御鎮湘】厚切豬肉條,豬
【惜惜】康普茶-台灣香檬氣泡,汽水;檸檬;茶類
【惜惜】康普茶-青梅氣泡,汽水;梅子;茶類
【惜惜】康普茶氣泡飲荔枝蘋果,汽水;荔枝;蘋果;茶類
【惜惜】康普茶氣泡飲-荔枝蘋果,汽水;蘋果;荔枝;茶類
【深夜燒烤攤】蜜汁岩燒豬肉條,蜂蜜;豬
【清淨園】100%頂級芝麻油,芝麻;油類
【清淨園】青海苔,海苔
【清淨園】核桃杏仁海苔酥,海苔;杏仁
【清淨園】飯捲用海苔,海苔
【清淨園】傳統海苔,海苔
【清淨園】橄欖油海苔,海苔;橄欖油
【清境】竹炭水,飲用水
【清境】純水,飲用水
【甜河谷生技】SAA安心枸杞,中藥材
【甜河谷生技】SAA安心紅棗,紅棗
【甜河谷生技】SAA安心銀耳,木耳
【甜河谷生技】SAA安心蓮子,全穀類
【甜河谷生技】安心藥膳十全大補燉包,中藥材
【甜河谷生技】安心藥膳四物加味燉包,中藥材
【甜河谷生技】安心藥膳四神湯調理包,中藥材;湯品
【甜河谷生技】安心藥膳肉骨茶燉包,中藥材;湯品
【甜河谷生技】安心藥膳首烏靈芝燉包,中藥材
【甜河谷生技】安心藥膳當歸黃耆燉包,中藥材
【盛花園蔬果】台中石岡柳松菇,菌菇
【盛花園蔬果】台中特選25A椪柑,柑橘
【盛花園蔬果】台中梨山高麗菜,高麗菜
【盛花園蔬果】台中新社杏鮑菇,菌菇
【盛花園蔬果】台南佳里水果玉米,玉米
【盛花園蔬果】台南佳里帶殼玉米筍,玉米
【盛花園蔬果】台南佳里黑蜜水果玉米,玉米
【盛花園蔬果】台南佳里糯玉米,玉米
【盛花園蔬果】台南新化綠櫛瓜,蔬菜
【盛花園蔬果】台灣金針菇,菌菇
【盛花園蔬果】台灣特選23A柳丁,柳橙
【盛花園蔬果】南投去殼茭白筍,筍子
【盛花園蔬果】南投信義鄉巨峰葡萄,葡萄
【盛花園蔬果】南投埔里乾香菇,香菇
【盛花園蔬果】南投埔里鮮香菇,香菇
【盛花園蔬果】南投迷你水果彩椒 ,辣椒
【盛花園蔬果】南投國姓鄉美白菇,菌菇
【盛花園蔬果】南投國姓鄉鴻喜菇,菌菇
【盛花園蔬果】屏東有籽檸檬 ,檸檬
【盛花園蔬果】屏東頂級金鑽鳳梨,鳳梨
【盛花園蔬果】美國優質馬鈴薯,馬鈴薯
【盛花園蔬果】泰國非基因玉米筍,玉米
【盛花園蔬果】高雄燕巢珍珠芭樂 ,芭樂
【盛花園蔬果】進口洋蔥,洋蔥
【盛花園蔬果】雲林木瓜形阿成南瓜,蔬菜
【盛花園蔬果】雲林台農57號黃金地瓜,地瓜
【盛花園蔬果】雲林台農66號紅心地瓜,地瓜
【盛花園蔬果】雲林西螺牛番茄,番茄
【盛花園蔬果】雲林胡蘿蔔,蘿蔔
【盛花園蔬果】雲林崙背栗子南瓜,蔬菜
【盛花園蔬果】嘉義玉女番茄 ,番茄
【盛花園蔬果】嘉義金蜜品種甜玉米,玉米
【盛花園蔬果】嘉義特級木耳,木耳
【盛花園蔬果】嘉義新港彩色甜椒,辣椒
【盛花園蔬果】嘉義聖女番茄,番茄
【盛花園蔬果】彰化埔心鄉有機銀耳,木耳
【盛花園蔬果】彰化特級洋菇 ,菌菇
【盛花園蔬果】彰化特選白肉火龍果,水果
【盛花園蔬果】彰化特選秀珍菇,菌菇
【盛香珍】Dr.Q巨霸包蒟蒻果凍 ,蒟蒻;果凍
【盛香珍】Dr.Q荔枝蒟蒻,蒟蒻;荔枝
【盛香珍】Dr.Q葡萄蒟蒻,蒟蒻;葡萄
【盛香珍】Dr.Q零卡蒟蒻果凍-白桃風味+草莓風味,蒟蒻;水蜜桃;草莓;果凍
【盛香珍】Dr.Q雙味零卡蒟蒻-荔枝風味+芭樂風味,蒟蒻;荔枝;芭樂
【盛香珍】Dr.Q雙味蒟蒻-水蜜桃+白葡萄,蒟蒻;水蜜桃;葡萄
【盛香珍】哆啦A夢果味果涷-綜合口味,果凍;水果
【盛香珍】寒天雙層凍-蜂蜜黃金柚+優格,點心類;蜂蜜;柚子;優酪優格
【盛香珍】零卡蒟蒻-巨峰葡萄風味,蒟蒻;葡萄
【盛香珍】零卡蒟蒻-荔枝風味,蒟蒻;荔枝
【盛香珍】蒟蒻習慣-白桃蒟蒻,蒟蒻;水蜜桃
【盛香珍】蒟蒻習慣-葡萄蒟蒻,蒟蒻;葡萄
【盛香珍】蒟蒻椰果-荔枝口味,蒟蒻;荔枝;椰子
【盛香珍】蒟蒻椰果-綜合口味,蒟蒻;水果;椰子
【盛香珍】蜜蜂工坊Dr.Q蜂蜜梅子蒟蒻,蒟蒻;蜂蜜;梅子
【盛香珍】霸果實白桃鮮果凍,果凍;水蜜桃
【盛香珍】霸果實白葡萄果凍,果凍;葡萄
【盛香珍】霸果實綜合鮮果凍,果凍;水果
【盛香珍】霸果實蜜柑鮮果凍,果凍;柑橘
【盛香珍】霸果實鮮柚茶凍,點心類;柚子
【第一山】100%酪梨油,油類;水果
【第二市場 坂神本舖】長崎蛋糕,蛋糕
【第二市場 茂川肉圓】招牌特製水晶餃,餃子
【統一】H2O純水,飲用水
【統一】PH9.0鹼性離子水,飲用水
【統一】大豆沙拉油,油類;豆類
【統一】水事紀麥飯石礦泉水,飲用水
【統一】米粉碗-肉燥風味,米粉炊粉;豬
【統一】果然優綜合堅果,堅果種子類
【統一】清爽家芥花油,油類
【統一】綺麗健康油,油類
【統一】蜜豆奶-牛奶,豆漿豆奶;牛奶
【統一】蜜豆奶-草莓,豆漿豆奶;草莓
【統一】蜜豆奶-雞蛋,豆漿豆奶;蛋類
【統一】調和米粉肉燥風味,米粉炊粉;豬
【統一】蕃茄汁,蔬果汁;番茄
【統一生機】ORIGINAL 葡萄乾隨手包,葡萄
【統一生機】甘栗,堅果種子類
【統一生機】全果實草莓乾,草莓
【統一生機】全果實櫻桃乾,水果
【統一生機】有機三色藜麥,藜麥
【統一生機】有機大紅棗,紅棗
【統一生機】有機奇亞籽,堅果種子類
【統一生機】有機枸杞,中藥材
【統一生機】有機紅藜麥,藜麥
【統一生機】果然優有機南瓜子,堅果種子類
【統一生機】金黃甜玉米粒,玉米
【統一生機】原味夏威夷果,堅果種子類
【統一生機】原味綜合堅果隨手包,堅果種子類
【統一生機】無花果乾,水果
【統一生機】葡萄乾,葡萄
【統一生機】蜜棗乾-袋,水果
【統一生機】蔓越莓乾,蔓越莓
【統一生機】鹽烤帶皮腰果,堅果種子類;鹽
【統記】Hello Betty 蒟蒻條,蒟蒻
【統記】水晶蜜棗,水果
【統記】甘源蒜香味青豌豆,豆類;蒜
【統記】甘源蟹黃味瓜子仁,蟹;堅果種子類
【統記】味付海苔 - 日式原味,海苔
【統記】味付海苔 - 日式辣味,海苔;辣椒
【統記】味付海苔細片,海苔
【統記】長思香酥甜脆棗,水果
【統記】長思蜜棗禮盒,水果
【統記】素顏甘藷條,地瓜
【統記】素顏芋頭條,芋頭
【統記】黑糖蜜棗,水果;黑糖
【統記】廖心蘭老道沙茶豆干,豆干;沙茶
【統記】廖心蘭老道黑胡椒豆干,豆干;胡椒
【統記】廖心蘭老道滷味豆干,豆干
【統記】廖心蘭老道燒辣豆干,豆干;辣椒
【統記】廖心蘭非基改原味小豆丁,豆干
【統記】廖心蘭非基改蒜味小豆丁,豆干;蒜
【統記】廖心蘭辣台味豆干-麻辣鹽酥雞風味,豆干;麻辣;鹽;雞
【統記】廖心蘭辣台味豆干-辣沙茶風味,豆干;沙茶;辣椒
【統記】蔬果脆片,蔬菜;水果;餅乾脆片
【莉古瑪里】夾心餅(可可口味),可可;餅乾脆片
【莉古瑪里】夾心餅(花生口味),花生;餅乾脆片
【莉古瑪里】夾心餅(香草口味),餅乾脆片;香草
【莊家】葡萄沙其馬,點心類;葡萄
【莫宰羊】川味鴨血羊肉爐,火鍋;內臟及血製品;羊;鴨
【許氏洋行】海峽會x許氏洋行花旗參雞湯火鍋濃湯包,火鍋;雞;人蔘;濃湯
【這一小鍋】經典剝皮辣椒,辣椒
【這一小鍋】嚴選蔭鳳梨,鳳梨
【這一鍋】御用老火湯火鍋湯底,火鍋;湯品
【這一鍋】御品酸白菜鍋火鍋湯底,火鍋;白菜;湯品
【這一鍋】這一鍋慢燉老火雞白湯,湯品;雞
【陳允寶泉】一口太陽餅,點心類
【陳允寶泉】太陽餅禮盒,點心類
【陳允寶泉】香柚檸檬蛋糕,蛋糕;柚子;檸檬
【陳允寶泉】草莓檸檬蛋糕,蛋糕;草莓;檸檬
【雀巢】100%紐西蘭乳源全脂奶粉,奶粉
【雀巢】全脂牛奶,牛奶
【雀巢】咖啡伴侶-瓶裝奶精,咖啡;油類
【雀巢】咖啡伴侶-袋裝奶精,咖啡;油類
【雀巢】厚美祿可可飲品,可可;飲品類
【雀巢】雪梨茶,茶類
【雀巢】鱈魚黑芝麻夾心絲,鱈魚;芝麻
【雀巢】鷹牌煉奶,乳品類
【雪淨pure Drip】鹼性離子水,飲用水
【雪莉朵辣嚴選】古坑砂糖橘,柑橘
【雪莉朵辣嚴選】金門小黃魚酥,魚類
【雪莉朵辣嚴選】野生一口烏魚子,魚卵
【雪莉朵辣嚴選】雲林口湖野生烏魚子,魚卵
【雪莉朵辣嚴選】黃金茂谷柑,柑橘
【雪莉朵辣嚴選】黑糖芭比蓮霧,水果
【雪莉朵辣嚴選】彰化陳班長冠軍 白肉芭樂,芭樂
【雪碧】汽水,汽水
【魚香涎】呷七碗Ｘ魚香涎 烏魚子干貝米糕,米糕;魚卵;干貝
【魚香涎】烏金乳酪絲禮盒,起司
【善美的】日本海捕烏魚排,魚類
【善美的】半殼鮑魚,鮑魚
【善美的】宜蘭特選帶卵香魚,魚卵
【善美的】特選蒲燒鰻,魚類
【善美的】野生海午仔魚,魚類
【善美的】頂級排翅煲湯,魚類;湯品
